Year,State,State Code,Ten-Year Age Groups,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
2011,New York,36,55-64 years,Surgical operation with transplant of whole organ,Y83.0,27,2389166,1.1
2011,New York,36,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,11,2389166,Unreliable
2011,New York,36,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,22,2389166,0.9
2011,New York,36,55-64 years,Removal of other organ (partial) (total),Y83.6,25,2389166,1
2011,New York,36,55-64 years,"Surgical procedure, unspecified",Y83.9,17,2389166,Unreliable
2011,New York,36,65-74 years,Surgical operation with transplant of whole organ,Y83.0,20,1397227,1.4
2011,New York,36,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,21,1397227,1.5
2011,New York,36,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,28,1397227,2
2011,New York,36,65-74 years,Other reconstructive surgery,Y83.4,13,1397227,Unreliable
2011,New York,36,65-74 years,Removal of other organ (partial) (total),Y83.6,26,1397227,1.9
2011,New York,36,65-74 years,"Surgical procedure, unspecified",Y83.9,22,1397227,1.6
2011,New York,36,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,44,862848,5.1
2011,New York,36,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,38,862848,4.4
2011,New York,36,75-84 years,Surgical operation with formation of external stoma,Y83.3,10,862848,Unreliable
2011,New York,36,75-84 years,Removal of other organ (partial) (total),Y83.6,33,862848,3.8
2011,New York,36,75-84 years,Other surgical procedures,Y83.8,14,862848,Unreliable
2011,New York,36,75-84 years,"Surgical procedure, unspecified",Y83.9,42,862848,4.9
2011,New York,36,85+ years,Surgical operation with implant of artificial internal device,Y83.1,39,404619,9.6
2011,New York,36,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,18,404619,Unreliable
2011,New York,36,85+ years,Surgical operation with formation of external stoma,Y83.3,13,404619,Unreliable
2011,New York,36,85+ years,Other reconstructive surgery,Y83.4,22,404619,5.4
2011,New York,36,85+ years,Removal of other organ (partial) (total),Y83.6,15,404619,Unreliable
2011,New York,36,85+ years,"Surgical procedure, unspecified",Y83.9,22,404619,5.4
2011,North Carolina,37,55-64 years,Surgical operation with transplant of whole organ,Y83.0,12,1187466,Unreliable
2011,North Carolina,37,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,18,1187466,Unreliable
2011,North Carolina,37,55-64 years,Removal of other organ (partial) (total),Y83.6,10,1187466,Unreliable
2011,North Carolina,37,55-64 years,"Surgical procedure, unspecified",Y83.9,12,1187466,Unreliable
2011,North Carolina,37,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,26,726650,3.6
2011,North Carolina,37,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,23,726650,3.2
2011,North Carolina,37,65-74 years,Removal of other organ (partial) (total),Y83.6,19,726650,Unreliable
2011,North Carolina,37,65-74 years,"Surgical procedure, unspecified",Y83.9,31,726650,4.3
2011,North Carolina,37,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,23,398403,5.8
2011,North Carolina,37,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,15,398403,Unreliable
2011,North Carolina,37,75-84 years,Removal of other organ (partial) (total),Y83.6,20,398403,5
2011,North Carolina,37,75-84 years,"Surgical procedure, unspecified",Y83.9,15,398403,Unreliable
2011,North Carolina,37,85+ years,Surgical operation with implant of artificial internal device,Y83.1,14,153733,Unreliable
2011,North Carolina,37,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,153733,Unreliable
2011,North Carolina,37,85+ years,"Surgical procedure, unspecified",Y83.9,19,153733,Unreliable
2011,Ohio,39,45-54 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,1710977,Unreliable
2011,Ohio,39,55-64 years,Surgical operation with transplant of whole organ,Y83.0,18,1515607,Unreliable
2011,Ohio,39,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,21,1515607,1.4
2011,Ohio,39,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,19,1515607,Unreliable
2011,Ohio,39,55-64 years,Other reconstructive surgery,Y83.4,10,1515607,Unreliable
2011,Ohio,39,55-64 years,Removal of other organ (partial) (total),Y83.6,16,1515607,Unreliable
2011,Ohio,39,55-64 years,"Surgical procedure, unspecified",Y83.9,29,1515607,1.9
2011,Ohio,39,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,30,869272,3.5
2011,Ohio,39,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,34,869272,3.9
2011,Ohio,39,65-74 years,Other reconstructive surgery,Y83.4,10,869272,Unreliable
2011,Ohio,39,65-74 years,Removal of other organ (partial) (total),Y83.6,17,869272,Unreliable
2011,Ohio,39,65-74 years,"Surgical procedure, unspecified",Y83.9,29,869272,3.3
2011,Ohio,39,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,45,540098,8.3
2011,Ohio,39,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,29,540098,5.4
2011,Ohio,39,75-84 years,Surgical operation with formation of external stoma,Y83.3,10,540098,Unreliable
2011,Ohio,39,75-84 years,Other reconstructive surgery,Y83.4,15,540098,Unreliable
2011,Ohio,39,75-84 years,Removal of other organ (partial) (total),Y83.6,19,540098,Unreliable
2011,Ohio,39,75-84 years,"Surgical procedure, unspecified",Y83.9,37,540098,6.9
2011,Ohio,39,85+ years,Surgical operation with implant of artificial internal device,Y83.1,33,239074,13.8
2011,Ohio,39,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,22,239074,9.2
2011,Ohio,39,85+ years,Removal of other organ (partial) (total),Y83.6,15,239074,Unreliable
2011,Ohio,39,85+ years,"Surgical procedure, unspecified",Y83.9,25,239074,10.5
2011,Oklahoma,40,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,18,287304,Unreliable
2011,Oklahoma,40,65-74 years,"Surgical procedure, unspecified",Y83.9,13,287304,Unreliable
2011,Oklahoma,40,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,28,165953,16.9
2011,Oklahoma,40,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,165953,Unreliable
2011,Oklahoma,40,75-84 years,"Surgical procedure, unspecified",Y83.9,16,165953,Unreliable
2011,Oklahoma,40,85+ years,Surgical operation with implant of artificial internal device,Y83.1,14,64397,Unreliable
2011,Oregon,41,65-74 years,"Surgical procedure, unspecified",Y83.9,14,305265,Unreliable
2011,Oregon,41,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,14,166799,Unreliable
2011,Oregon,41,75-84 years,"Surgical procedure, unspecified",Y83.9,14,166799,Unreliable
2011,Oregon,41,85+ years,Surgical operation with implant of artificial internal device,Y83.1,14,80997,Unreliable
2011,Oregon,41,85+ years,"Surgical procedure, unspecified",Y83.9,10,80997,Unreliable
2011,Pennsylvania,42,45-54 years,Surgical operation with transplant of whole organ,Y83.0,10,1915798,Unreliable
2011,Pennsylvania,42,55-64 years,Surgical operation with transplant of whole organ,Y83.0,29,1694836,1.7
2011,Pennsylvania,42,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,19,1694836,Unreliable
2011,Pennsylvania,42,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,20,1694836,1.2
2011,Pennsylvania,42,55-64 years,Removal of other organ (partial) (total),Y83.6,11,1694836,Unreliable
2011,Pennsylvania,42,55-64 years,"Surgical procedure, unspecified",Y83.9,16,1694836,Unreliable
2011,Pennsylvania,42,65-74 years,Surgical operation with transplant of whole organ,Y83.0,27,999936,2.7
2011,Pennsylvania,42,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,35,999936,3.5
2011,Pennsylvania,42,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,31,999936,3.1
2011,Pennsylvania,42,65-74 years,Removal of other organ (partial) (total),Y83.6,23,999936,2.3
2011,Pennsylvania,42,65-74 years,"Surgical procedure, unspecified",Y83.9,29,999936,2.9
2011,Pennsylvania,42,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,49,665290,7.4
2011,Pennsylvania,42,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,50,665290,7.5
2011,Pennsylvania,42,75-84 years,Other reconstructive surgery,Y83.4,14,665290,Unreliable
2011,Pennsylvania,42,75-84 years,Removal of other organ (partial) (total),Y83.6,25,665290,3.8
2011,Pennsylvania,42,75-84 years,Other surgical procedures,Y83.8,11,665290,Unreliable
2011,Pennsylvania,42,75-84 years,"Surgical procedure, unspecified",Y83.9,33,665290,5
2011,Pennsylvania,42,85+ years,Surgical operation with implant of artificial internal device,Y83.1,50,316339,15.8
2011,Pennsylvania,42,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,316339,Unreliable
2011,Pennsylvania,42,85+ years,Other reconstructive surgery,Y83.4,14,316339,Unreliable
2011,Pennsylvania,42,85+ years,Removal of other organ (partial) (total),Y83.6,20,316339,6.3
2011,Pennsylvania,42,85+ years,"Surgical procedure, unspecified",Y83.9,24,316339,7.6
2011,South Carolina,45,55-64 years,"Surgical procedure, unspecified",Y83.9,10,606691,Unreliable
2011,South Carolina,45,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,387209,Unreliable
2011,South Carolina,45,65-74 years,"Surgical procedure, unspecified",Y83.9,10,387209,Unreliable
2011,South Carolina,45,75-84 years,Removal of other organ (partial) (total),Y83.6,13,197748,Unreliable
2011,South Carolina,45,75-84 years,"Surgical procedure, unspecified",Y83.9,12,197748,Unreliable
2011,Tennessee,47,45-54 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,17,921225,Unreliable
2011,Tennessee,47,55-64 years,Surgical operation with transplant of whole organ,Y83.0,12,817117,Unreliable
2011,Tennessee,47,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,12,817117,Unreliable
2011,Tennessee,47,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,817117,Unreliable
2011,Tennessee,47,55-64 years,"Surgical procedure, unspecified",Y83.9,11,817117,Unreliable
2011,Tennessee,47,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,18,503001,Unreliable
2011,Tennessee,47,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,25,503001,5
2011,Tennessee,47,65-74 years,Removal of other organ (partial) (total),Y83.6,15,503001,Unreliable
2011,Tennessee,47,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,20,272479,7.3
2011,Tennessee,47,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,18,272479,Unreliable
2011,Tennessee,47,75-84 years,Other reconstructive surgery,Y83.4,12,272479,Unreliable
2011,Tennessee,47,75-84 years,Removal of other organ (partial) (total),Y83.6,12,272479,Unreliable
2011,Tennessee,47,75-84 years,"Surgical procedure, unspecified",Y83.9,18,272479,Unreliable
2011,Tennessee,47,85+ years,Surgical operation with implant of artificial internal device,Y83.1,11,104171,Unreliable
2011,Tennessee,47,85+ years,"Surgical procedure, unspecified",Y83.9,23,104171,22.1
2011,Texas,48,15-24 years,Surgical operation with transplant of whole organ,Y83.0,10,3757481,Unreliable
2011,Texas,48,35-44 years,Surgical operation with transplant of whole organ,Y83.0,12,3492402,Unreliable
2011,Texas,48,35-44 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,14,3492402,Unreliable
2011,Texas,48,45-54 years,Surgical operation with transplant of whole organ,Y83.0,28,3455586,0.8
2011,Texas,48,45-54 years,Surgical operation with implant of artificial internal device,Y83.1,24,3455586,0.7
2011,Texas,48,45-54 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,24,3455586,0.7
2011,Texas,48,45-54 years,Removal of other organ (partial) (total),Y83.6,12,3455586,Unreliable
2011,Texas,48,45-54 years,"Surgical procedure, unspecified",Y83.9,14,3455586,Unreliable
2011,Texas,48,55-64 years,Surgical operation with transplant of whole organ,Y83.0,49,2734763,1.8
2011,Texas,48,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,29,2734763,1.1
2011,Texas,48,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,34,2734763,1.2
2011,Texas,48,55-64 years,Surgical operation with formation of external stoma,Y83.3,12,2734763,Unreliable
2011,Texas,48,55-64 years,Other reconstructive surgery,Y83.4,12,2734763,Unreliable
2011,Texas,48,55-64 years,Removal of other organ (partial) (total),Y83.6,25,2734763,0.9
2011,Texas,48,55-64 years,"Surgical procedure, unspecified",Y83.9,38,2734763,1.4
2011,Texas,48,65-74 years,Surgical operation with transplant of whole organ,Y83.0,36,1538561,2.3
2011,Texas,48,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,41,1538561,2.7
2011,Texas,48,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,57,1538561,3.7
2011,Texas,48,65-74 years,Other reconstructive surgery,Y83.4,14,1538561,Unreliable
2011,Texas,48,65-74 years,Removal of other organ (partial) (total),Y83.6,24,1538561,1.6
2011,Texas,48,65-74 years,"Surgical procedure, unspecified",Y83.9,50,1538561,3.2
2011,Texas,48,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,71,844664,8.4
2011,Texas,48,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,49,844664,5.8
2011,Texas,48,75-84 years,Other reconstructive surgery,Y83.4,21,844664,2.5
2011,Texas,48,75-84 years,Removal of other organ (partial) (total),Y83.6,36,844664,4.3
2011,Texas,48,75-84 years,Other surgical procedures,Y83.8,11,844664,Unreliable
2011,Texas,48,75-84 years,"Surgical procedure, unspecified",Y83.9,44,844664,5.2
2011,Texas,48,85+ years,Surgical operation with implant of artificial internal device,Y83.1,53,322804,16.4
2011,Texas,48,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,14,322804,Unreliable
2011,Texas,48,85+ years,Other reconstructive surgery,Y83.4,10,322804,Unreliable
2011,Texas,48,85+ years,Removal of other organ (partial) (total),Y83.6,14,322804,Unreliable
2011,Texas,48,85+ years,"Surgical procedure, unspecified",Y83.9,42,322804,13
2011,Virginia,51,45-54 years,"Surgical procedure, unspecified",Y83.9,10,1209404,Unreliable
2011,Virginia,51,55-64 years,Surgical operation with transplant of whole organ,Y83.0,17,995298,Unreliable
2011,Virginia,51,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,995298,Unreliable
2011,Virginia,51,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,10,573295,Unreliable
2011,Virginia,51,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,14,573295,Unreliable
2011,Virginia,51,65-74 years,"Surgical procedure, unspecified",Y83.9,11,573295,Unreliable
2011,Virginia,51,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,18,309721,Unreliable
2011,Virginia,51,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,309721,Unreliable
2011,Virginia,51,75-84 years,"Surgical procedure, unspecified",Y83.9,10,309721,Unreliable
2011,Virginia,51,85+ years,"Surgical procedure, unspecified",Y83.9,16,128047,Unreliable
2011,Washington,53,55-64 years,Surgical operation with transplant of whole organ,Y83.0,13,872440,Unreliable
2011,Washington,53,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,872440,Unreliable
2011,Washington,53,55-64 years,"Surgical procedure, unspecified",Y83.9,13,872440,Unreliable
